target,const,pass_index,start,end,peak_time,peak_el,sample_count
STARLINK-2705,STARLINK,3,20:54,20:54,20:54,66.06,5
STARLINK-2705,STARLINK,4,20:56,20:56,20:56,32.8,5
STARLINK-2705,STARLINK,5,20:58,20:58,20:58,10.78,5
STARLINK-2707,STARLINK,1,20:50,20:50,20:50,5.55,5
STARLINK-2707,STARLINK,2,20:52,20:52,20:52,19.37,5
STARLINK-2707,STARLINK,3,20:54,20:54,20:54,64.11,5
STARLINK-2707,STARLINK,4,20:56,20:56,20:56,33.75,5
STARLINK-2707,STARLINK,5,20:58,20:58,20:58,11.14,5
STARLINK-2711,STARLINK,1,20:18,20:18,20:18,10.43,7
STARLINK-2711,STARLINK,2,20:20,20:20,20:20,15.17,7
STARLINK-2711,STARLINK,3,20:22,20:22,20:22,12.44,7
STARLINK-2711,STARLINK,4,20:24,20:24,20:24,5.64,7
STARLINK-2711,STARLINK,5,21:56,21:56,21:56,9.74,7
STARLINK-2711,STARLINK,6,21:58,21:58,21:58,21.25,7
STARLINK-2711,STARLINK,7,22:00,22:00,22:00,26.93,7
STARLINK-2712,STARLINK,1,20:28,20:28,20:28,8.97,4
STARLINK-2712,STARLINK,2,20:30,20:30,20:30,17.64,4
STARLINK-2712,STARLINK,3,20:32,20:32,20:32,19.7,4
STARLINK-2712,STARLINK,4,20:34,20:34,20:34,11.86,4
STARLINK-2713,STARLINK,1,20:20,20:20,20:20,7.89,6
STARLINK-2713,STARLINK,2,20:22,20:22,20:22,9.27,6
STARLINK-2713,STARLINK,3,20:24,20:24,20:24,5.46,6
STARLINK-2713,STARLINK,4,21:56,21:56,21:56,11.35,6
STARLINK-2713,STARLINK,5,21:58,21:58,21:58,26.88,6
STARLINK-2713,STARLINK,6,22:00,22:00,22:00,29.03,6
STARLINK-2714,STARLINK,1,20:48,20:48,20:48,9.39,5
STARLINK-2714,STARLINK,2,20:50,20:50,20:50,23.18,5
STARLINK-2714,STARLINK,3,20:52,20:52,20:52,36.96,5
STARLINK-2714,STARLINK,4,20:54,20:54,20:54,21.84,5
STARLINK-2714,STARLINK,5,20:56,20:56,20:56,8.57,5
STARLINK-2717,STARLINK,1,20:48,20:48,20:48,8.58,4
STARLINK-2717,STARLINK,2,20:50,20:50,20:50,19.47,4
STARLINK-2717,STARLINK,3,20:52,20:52,20:52,22.35,4
STARLINK-2717,STARLINK,4,20:54,20:54,20:54,11.64,4
STARLINK-2720,STARLINK,1,21:22,21:22,21:22,8.69,5
STARLINK-2720,STARLINK,2,21:24,21:24,21:24,26.72,5
STARLINK-2720,STARLINK,3,21:26,21:26,21:26,76.08,5
STARLINK-2720,STARLINK,4,21:28,21:28,21:28,23.8,5
STARLINK-2720,STARLINK,5,21:30,21:30,21:30,7.5,5
STARLINK-2725,STARLINK,1,18:58,18:58,18:58,13.54,4
STARLINK-2725,STARLINK,2,19:00,19:00,19:00,41.46,4
STARLINK-2725,STARLINK,3,19:02,19:02,19:02,51.07,4
STARLINK-2725,STARLINK,4,19:04,19:04,19:04,16.13,4
STARLINK-2726,STARLINK,1,21:06,21:06,21:06,10.92,5
STARLINK-2726,STARLINK,2,21:08,21:08,21:08,29.36,5
STARLINK-2726,STARLINK,3,21:10,21:10,21:10,65.38,5
STARLINK-2726,STARLINK,4,21:12,21:12,21:12,27.12,5
STARLINK-2726,STARLINK,5,21:14,21:14,21:14,9.93,5
STARLINK-2727,STARLINK,1,21:36,21:36,21:36,8.06,5
STARLINK-2727,STARLINK,2,21:38,21:38,21:38,24.46,5
STARLINK-2727,STARLINK,3,21:40,21:40,21:40,53.94,5
STARLINK-2727,STARLINK,4,21:42,21:42,21:42,21.96,5
STARLINK-2727,STARLINK,5,21:44,21:44,21:44,6.92,5
STARLINK-2731,STARLINK,1,21:36,21:36,21:36,7.37,5
STARLINK-2731,STARLINK,2,21:38,21:38,21:38,23.13,5
STARLINK-2731,STARLINK,3,21:40,21:40,21:40,63.62,5
STARLINK-2731,STARLINK,4,21:42,21:42,21:42,26.11,5
STARLINK-2731,STARLINK,5,21:44,21:44,21:44,8.61,5
STARLINK-2732,STARLINK,1,20:24,20:24,20:24,7.66,4
STARLINK-2732,STARLINK,2,20:26,20:26,20:26,11.01,4
STARLINK-2732,STARLINK,3,20:28,20:28,20:28,8.14,4
STARLINK-2732,STARLINK,4,22:00,22:00,22:00,7.47,4
STARLINK-2734,STARLINK,1,21:02,21:02,21:02,9.84,4
STARLINK-2734,STARLINK,2,21:04,21:04,21:04,25.61,4
STARLINK-2734,STARLINK,3,21:06,21:06,21:06,34.75,4
STARLINK-2734,STARLINK,4,21:08,21:08,21:08,15.83,4
STARLINK-2735,STARLINK,1,20:50,20:50,20:50,12.79,5
STARLINK-2735,STARLINK,2,20:52,20:52,20:52,29.25,5
STARLINK-2735,STARLINK,3,20:54,20:54,20:54,35.94,5
STARLINK-2735,STARLINK,4,20:56,20:56,20:56,17.67,5
STARLINK-2735,STARLINK,5,20:58,20:58,20:58,5.98,5
STARLINK-2736,STARLINK,1,20:40,20:40,20:40,13.08,3
STARLINK-2736,STARLINK,2,20:42,20:42,20:42,17.93,3
STARLINK-2736,STARLINK,3,20:44,20:44,20:44,11.85,3
STARLINK-2738,STARLINK,1,20:36,20:36,20:36,6.27,5
STARLINK-2738,STARLINK,2,20:38,20:38,20:38,20.58,5
STARLINK-2738,STARLINK,3,20:40,20:40,20:40,57.37,5
STARLINK-2738,STARLINK,4,20:42,20:42,20:42,28.48,5
STARLINK-2738,STARLINK,5,20:44,20:44,20:44,9.61,5
STARLINK-2739,STARLINK,1,21:32,21:32,21:32,11.85,4
STARLINK-2739,STARLINK,2,21:34,21:34,21:34,35.66,4
STARLINK-2739,STARLINK,3,21:36,21:36,21:36,57.76,4
STARLINK-2739,STARLINK,4,21:38,21:38,21:38,18.09,4
STARLINK-2740,STARLINK,1,19:02,19:02,19:02,7.92,5
STARLINK-2740,STARLINK,2,19:04,19:04,19:04,24.63,5
STARLINK-2740,STARLINK,3,19:06,19:06,19:06,69.6,5
STARLINK-2740,STARLINK,4,19:08,19:08,19:08,25.1,5
STARLINK-2740,STARLINK,5,19:10,19:10,19:10,8.1,5
STARLINK-2741,STARLINK,1,18:44,18:44,18:44,9.96,6
STARLINK-2741,STARLINK,2,18:46,18:46,18:46,26.89,6
STARLINK-2741,STARLINK,3,18:48,18:48,18:48,39.11,6
STARLINK-2741,STARLINK,4,18:50,18:50,18:50,16.92,6
STARLINK-2741,STARLINK,5,20:24,20:24,20:24,6.94,6
STARLINK-2741,STARLINK,6,20:26,20:26,20:26,7.85,6
STARLINK-2742,STARLINK,1,19:04,19:04,19:04,12.02,4
STARLINK-2742,STARLINK,2,19:06,19:06,19:06,18.78,4
STARLINK-2742,STARLINK,3,19:08,19:08,19:08,14.07,4
STARLINK-2742,STARLINK,4,19:10,19:10,19:10,5.45,4
STARLINK-2743,STARLINK,1,18:18,18:18,18:18,9.18,5
STARLINK-2743,STARLINK,2,18:20,18:20,18:20,28.05,5
STARLINK-2743,STARLINK,3,18:22,18:22,18:22,75.01,5
STARLINK-2743,STARLINK,4,18:24,18:24,18:24,22.76,5
STARLINK-2743,STARLINK,5,18:26,18:26,18:26,7.05,5
STARLINK-2745,STARLINK,1,21:12,21:12,21:12,14.36,5
STARLINK-2745,STARLINK,2,21:14,21:14,21:14,38.88,5
STARLINK-2745,STARLINK,3,21:16,21:16,21:16,61.98,5
STARLINK-2745,STARLINK,4,21:18,21:18,21:18,21.87,5
STARLINK-2745,STARLINK,5,21:20,21:20,21:20,7.4,5
STARLINK-2746,STARLINK,1,20:02,20:02,20:02,7.31,7
STARLINK-2746,STARLINK,2,20:04,20:04,20:04,9.23,7
STARLINK-2746,STARLINK,3,20:06,20:06,20:06,6.53,7
STARLINK-2746,STARLINK,4,21:40,21:40,21:40,15.62,7
STARLINK-2746,STARLINK,5,21:42,21:42,21:42,35.78,7
STARLINK-2746,STARLINK,6,21:44,21:44,21:44,36.71,7
STARLINK-2746,STARLINK,7,21:46,21:46,21:46,16.17,7
STARLINK-2748,STARLINK,1,19:28,19:28,19:28,9.34,5
STARLINK-2748,STARLINK,2,19:30,19:30,19:30,25.91,5
STARLINK-2748,STARLINK,3,19:32,19:32,19:32,41.87,5
STARLINK-2748,STARLINK,4,19:34,19:34,19:34,18.36,5
STARLINK-2748,STARLINK,5,19:36,19:36,19:36,5.57,5
STARLINK-2750,STARLINK,1,19:18,19:18,19:18,13.34,4
STARLINK-2750,STARLINK,2,19:20,19:20,19:20,32.96,4
STARLINK-2750,STARLINK,3,19:22,19:22,19:22,32.59,4
STARLINK-2750,STARLINK,4,19:24,19:24,19:24,13.12,4
STARLINK-2751,STARLINK,1,18:22,18:22,18:22,5.28,5
STARLINK-2751,STARLINK,2,18:24,18:24,18:24,18.63,5
STARLINK-2751,STARLINK,3,18:26,18:26,18:26,56.14,5
STARLINK-2751,STARLINK,4,18:28,18:28,18:28,33.01,5
STARLINK-2751,STARLINK,5,18:30,18:30,18:30,11.15,5
STARLINK-2752,STARLINK,1,18:36,18:36,18:36,9.54,7
STARLINK-2752,STARLINK,2,18:38,18:38,18:38,26.65,7
STARLINK-2752,STARLINK,3,18:40,18:40,18:40,44.05,7
STARLINK-2752,STARLINK,4,18:42,18:42,18:42,18.74,7
STARLINK-2752,STARLINK,5,18:44,18:44,18:44,5.69,7
STARLINK-2752,STARLINK,6,20:16,20:16,20:16,6.02,7
STARLINK-2752,STARLINK,7,20:18,20:18,20:18,7.34,7
STARLINK-2753,STARLINK,1,18:58,18:58,18:58,5.49,8
STARLINK-2753,STARLINK,2,19:00,19:00,19:00,13.78,8
STARLINK-2753,STARLINK,3,19:02,19:02,19:02,17.7,8
STARLINK-2753,STARLINK,4,19:04,19:04,19:04,11.08,8
STARLINK-2753,STARLINK,5,20:36,20:36,20:36,6.67,8
STARLINK-2753,STARLINK,6,20:38,20:38,20:38,15.21,8
STARLINK-2753,STARLINK,7,20:40,20:40,20:40,17.94,8
STARLINK-2753,STARLINK,8,20:42,20:42,20:42,10.38,8
STARLINK-2754,STARLINK,1,20:44,20:44,20:44,11.06,4
STARLINK-2754,STARLINK,2,20:46,20:46,20:46,19.76,4
STARLINK-2754,STARLINK,3,20:48,20:48,20:48,16.69,4
STARLINK-2754,STARLINK,4,20:50,20:50,20:50,7.24,4
STARLINK-2756,STARLINK,1,18:04,18:04,18:04,9.86,6
STARLINK-2756,STARLINK,2,18:06,18:06,18:06,29.09,6
STARLINK-2756,STARLINK,3,18:08,18:08,18:08,57.43,6
STARLINK-2756,STARLINK,4,18:10,18:10,18:10,20.32,6
STARLINK-2756,STARLINK,5,18:12,18:12,18:12,6.12,6
STARLINK-2756,STARLINK,6,19:46,19:46,19:46,5.32,6
STARLINK-2763,STARLINK,1,21:00,21:00,21:00,8.08,5
STARLINK-2763,STARLINK,2,21:02,21:02,21:02,24.61,5
STARLINK-2763,STARLINK,3,21:04,21:04,21:04,59.56,5
STARLINK-2763,STARLINK,4,21:06,21:06,21:06,23.71,5
STARLINK-2763,STARLINK,5,21:08,21:08,21:08,7.68,5
STARLINK-30036,STARLINK,1,18:54,18:54,18:54,5.97,9
STARLINK-30036,STARLINK,2,18:56,18:56,18:56,18.49,9
STARLINK-30036,STARLINK,3,18:58,18:58,18:58,48.04,9
STARLINK-30036,STARLINK,4,19:00,19:00,19:00,46.35,9
STARLINK-30036,STARLINK,5,19:02,19:02,19:02,17.85,9
STARLINK-30036,STARLINK,6,19:04,19:04,19:04,5.62,9
STARLINK-30036,STARLINK,7,20:38,20:38,20:38,8.66,9
STARLINK-30036,STARLINK,8,20:40,20:40,20:40,9.65,9
STARLINK-30036,STARLINK,9,20:42,20:42,20:42,6.17,9
STARLINK-30039,STARLINK,1,21:50,21:50,21:50,8.78,3
STARLINK-30039,STARLINK,2,21:52,21:52,21:52,10.49,3
STARLINK-30039,STARLINK,3,21:54,21:54,21:54,6.64,3
STARLINK-30041,STARLINK,1,19:12,19:12,19:12,10.64,9
STARLINK-30041,STARLINK,2,19:14,19:14,19:14,26.59,9
STARLINK-30041,STARLINK,3,19:16,19:16,19:16,41.84,9
STARLINK-30041,STARLINK,4,19:18,19:18,19:18,21.29,9
STARLINK-30041,STARLINK,5,19:20,19:20,19:20,7.8,9
STARLINK-30041,STARLINK,6,20:52,20:52,20:52,5.4,9
STARLINK-30041,STARLINK,7,20:54,20:54,20:54,12.24,9
STARLINK-30041,STARLINK,8,20:56,20:56,20:56,15.23,9
STARLINK-30041,STARLINK,9,20:58,20:58,20:58,10.61,9
STARLINK-30052,STARLINK,1,18:56,18:56,18:56,7.51,9
STARLINK-30052,STARLINK,2,18:58,18:58,18:58,18.74,9
STARLINK-30052,STARLINK,3,19:00,19:00,19:00,28.22,9
STARLINK-30052,STARLINK,4,19:02,19:02,19:02,18.44,9
STARLINK-30052,STARLINK,5,19:04,19:04,19:04,7.29,9
STARLINK-30052,STARLINK,6,20:36,20:36,20:36,7.32,9
STARLINK-30052,STARLINK,7,20:38,20:38,20:38,16.35,9
STARLINK-30052,STARLINK,8,20:40,20:40,20:40,20.72,9
STARLINK-30052,STARLINK,9,20:42,20:42,20:42,13.42,9
STARLINK-30053,STARLINK,1,18:00,18:00,18:00,12.45,5
STARLINK-30053,STARLINK,2,19:34,19:34,19:34,12.64,5
STARLINK-30053,STARLINK,3,19:36,19:36,19:36,26.68,5
STARLINK-30053,STARLINK,4,19:38,19:38,19:38,24.98,5
STARLINK-30053,STARLINK,5,19:40,19:40,19:40,11.2,5
STARLINK-30056,STARLINK,1,19:28,19:28,19:28,15.68,9
STARLINK-30056,STARLINK,2,19:30,19:30,19:30,42.7,9
STARLINK-30056,STARLINK,3,19:32,19:32,19:32,47.4,9
STARLINK-30056,STARLINK,4,19:34,19:34,19:34,17.34,9
STARLINK-30056,STARLINK,5,19:36,19:36,19:36,5.07,9
STARLINK-30056,STARLINK,6,21:08,21:08,21:08,5.51,9
STARLINK-30056,STARLINK,7,21:10,21:10,21:10,10.01,9
STARLINK-30056,STARLINK,8,21:12,21:12,21:12,9.88,9
STARLINK-30056,STARLINK,9,21:14,21:14,21:14,5.26,9
STARLINK-30066,STARLINK,1,19:00,19:00,19:00,8.31,5
STARLINK-30066,STARLINK,2,19:02,19:02,19:02,25.26,5
STARLINK-30066,STARLINK,3,19:04,19:04,19:04,75.75,5
STARLINK-30066,STARLINK,4,19:06,19:06,19:06,26.4,5
STARLINK-30066,STARLINK,5,19:08,19:08,19:08,8.77,5
STARLINK-30067,STARLINK,1,18:44,18:44,18:44,5.92,10
STARLINK-30067,STARLINK,2,18:46,18:46,18:46,17.96,10
STARLINK-30067,STARLINK,3,18:48,18:48,18:48,41.95,10
STARLINK-30067,STARLINK,4,18:50,18:50,18:50,39.11,10
STARLINK-30067,STARLINK,5,18:52,18:52,18:52,16.48,10
STARLINK-30067,STARLINK,6,18:54,18:54,18:54,5.07,10
STARLINK-30067,STARLINK,7,20:26,20:26,20:26,5.83,10
STARLINK-30067,STARLINK,8,20:28,20:28,20:28,11.31,10
STARLINK-30067,STARLINK,9,20:30,20:30,20:30,12.44,10
STARLINK-30067,STARLINK,10,20:32,20:32,20:32,7.99,10
STARLINK-30068,STARLINK,1,18:00,18:00,18:00,18.72,5
STARLINK-30068,STARLINK,2,18:02,18:02,18:02,5.75,5
STARLINK-30068,STARLINK,3,19:34,19:34,19:34,6.11,5
STARLINK-30068,STARLINK,4,19:36,19:36,19:36,9.69,5
STARLINK-30068,STARLINK,5,19:38,19:38,19:38,8.13,5
STARLINK-30069,STARLINK,1,20:34,20:34,20:34,6.65,5
STARLINK-30069,STARLINK,2,20:36,20:36,20:36,18.72,5
STARLINK-30069,STARLINK,3,20:38,20:38,20:38,32.12,5
STARLINK-30069,STARLINK,4,20:40,20:40,20:40,19.87,5
STARLINK-30069,STARLINK,5,20:42,20:42,20:42,7.33,5
STARLINK-30070,STARLINK,1,18:00,18:00,18:00,18.52,7
STARLINK-30070,STARLINK,2,18:02,18:02,18:02,13.39,7
STARLINK-30070,STARLINK,3,18:04,18:04,18:04,5.04,7
STARLINK-30070,STARLINK,4,19:36,19:36,19:36,11.87,7
STARLINK-30070,STARLINK,5,19:38,19:38,19:38,25.03,7
STARLINK-30070,STARLINK,6,19:40,19:40,19:40,24.21,7
STARLINK-30070,STARLINK,7,19:42,19:42,19:42,11.16,7
STARLINK-30071,STARLINK,1,19:18,19:18,19:18,10.62,5
STARLINK-30071,STARLINK,2,19:20,19:20,19:20,28.63,5
STARLINK-30071,STARLINK,3,19:22,19:22,19:22,62.91,5
STARLINK-30071,STARLINK,4,19:24,19:24,19:24,26.76,5
STARLINK-30071,STARLINK,5,19:26,19:26,19:26,9.8,5
STARLINK-30073,STARLINK,1,18:50,18:50,18:50,6.15,7
STARLINK-30073,STARLINK,2,18:52,18:52,18:52,8.78,7
STARLINK-30073,STARLINK,3,18:54,18:54,18:54,6.51,7
STARLINK-30073,STARLINK,4,20:28,20:28,20:28,14.54,7
STARLINK-30073,STARLINK,5,20:30,20:30,20:30,43.05,7
STARLINK-30073,STARLINK,6,20:32,20:32,20:32,46.56,7
STARLINK-30073,STARLINK,7,20:34,20:34,20:34,15.59,7
STARLINK-30075,STARLINK,1,19:30,19:30,19:30,6.44,8
STARLINK-30075,STARLINK,2,19:32,19:32,19:32,20.3,8
STARLINK-30075,STARLINK,3,19:34,19:34,19:34,58.81,8
STARLINK-30075,STARLINK,4,19:36,19:36,19:36,36.17,8
STARLINK-30075,STARLINK,5,19:38,19:38,19:38,12.9,8
STARLINK-30075,STARLINK,6,21:12,21:12,21:12,6.67,8
STARLINK-30075,STARLINK,7,21:14,21:14,21:14,9.6,8
STARLINK-30075,STARLINK,8,21:16,21:16,21:16,7.55,8
STARLINK-30076,STARLINK,1,20:48,20:48,20:48,9.84,5
STARLINK-30076,STARLINK,2,20:50,20:50,20:50,24.24,5
STARLINK-30076,STARLINK,3,20:52,20:52,20:52,37.05,5
STARLINK-30076,STARLINK,4,20:54,20:54,20:54,20.37,5
STARLINK-30076,STARLINK,5,20:56,20:56,20:56,7.58,5
STARLINK-30078,STARLINK,1,19:04,19:04,19:04,5.61,5
STARLINK-30078,STARLINK,2,19:06,19:06,19:06,15.47,5
STARLINK-30078,STARLINK,3,19:08,19:08,19:08,23.49,5
STARLINK-30078,STARLINK,4,19:10,19:10,19:10,15.87,5
STARLINK-30078,STARLINK,5,19:12,19:12,19:12,5.93,5
STARLINK-30079,STARLINK,1,18:10,18:10,18:10,8.35,10
STARLINK-30079,STARLINK,2,18:12,18:12,18:12,17.86,10
STARLINK-30079,STARLINK,3,18:14,18:14,18:14,22.96,10
STARLINK-30079,STARLINK,4,18:16,18:16,18:16,15.45,10
STARLINK-30079,STARLINK,5,18:18,18:18,18:18,6.28,10
STARLINK-30079,STARLINK,6,19:50,19:50,19:50,6.91,10
STARLINK-30079,STARLINK,7,19:52,19:52,19:52,17.48,10
STARLINK-30079,STARLINK,8,19:54,19:54,19:54,28.14,10
STARLINK-30079,STARLINK,9,19:56,19:56,19:56,21.42,10
STARLINK-30079,STARLINK,10,19:58,19:58,19:58,9.82,10
STARLINK-30080,STARLINK,1,18:10,18:10,18:10,15.55,8
STARLINK-30080,STARLINK,2,18:12,18:12,18:12,41.35,8
STARLINK-30080,STARLINK,3,18:14,18:14,18:14,62.19,8
STARLINK-30080,STARLINK,4,18:16,18:16,18:16,22.3,8
STARLINK-30080,STARLINK,5,18:18,18:18,18:18,7.83,8
STARLINK-30080,STARLINK,6,19:52,19:52,19:52,6.35,8
STARLINK-30080,STARLINK,7,19:54,19:54,19:54,8.13,8
STARLINK-30080,STARLINK,8,19:56,19:56,19:56,5.88,8
STARLINK-30084,STARLINK,1,20:28,20:28,20:28,8.05,4
STARLINK-30084,STARLINK,2,20:30,20:30,20:30,17.71,4
STARLINK-30084,STARLINK,3,20:32,20:32,20:32,21.45,4
STARLINK-30084,STARLINK,4,20:34,20:34,20:34,12.79,4
STARLINK-30085,STARLINK,1,18:54,18:54,18:54,7.37,5
STARLINK-30085,STARLINK,2,18:56,18:56,18:56,23.13,5
STARLINK-30085,STARLINK,3,18:58,18:58,18:58,78.5,5
STARLINK-30085,STARLINK,4,19:00,19:00,19:00,29.51,5
STARLINK-30085,STARLINK,5,19:02,19:02,19:02,9.89,5
STARLINK-30088,STARLINK,1,21:46,21:46,21:46,7.39,3
STARLINK-30088,STARLINK,2,21:48,21:48,21:48,9.69,3
STARLINK-30088,STARLINK,3,21:50,21:50,21:50,6.72,3
STARLINK-30092,STARLINK,1,21:38,21:38,21:38,7.19,2
STARLINK-30092,STARLINK,2,21:40,21:40,21:40,7.12,2
STARLINK-30100,STARLINK,1,18:06,18:06,18:06,6.48,9
STARLINK-30100,STARLINK,2,19:42,19:42,19:42,11.11,9
STARLINK-30100,STARLINK,3,19:44,19:44,19:44,31.07,9
STARLINK-30100,STARLINK,4,19:46,19:46,19:46,80.61,9
STARLINK-30100,STARLINK,5,19:48,19:48,19:48,25.87,9
STARLINK-30100,STARLINK,6,19:50,19:50,19:50,9.02,9
STARLINK-30100,STARLINK,7,21:24,21:24,21:24,5.73,9
STARLINK-30100,STARLINK,8,21:26,21:26,21:26,7.56,9
STARLINK-30100,STARLINK,9,21:28,21:28,21:28,5.34,9
STARLINK-30102,STARLINK,1,19:06,19:06,19:06,5.69,4
STARLINK-30102,STARLINK,2,19:08,19:08,19:08,14.37,4
STARLINK-30102,STARLINK,3,19:10,19:10,19:10,19.52,4
STARLINK-30102,STARLINK,4,19:12,19:12,19:12,13.05,4
STARLINK-30105,STARLINK,1,18:02,18:02,18:02,5.44,3
STARLINK-30105,STARLINK,2,18:04,18:04,18:04,7.5,3
STARLINK-30105,STARLINK,3,18:06,18:06,18:06,5.2,3
STARLINK-30114,STARLINK,1,19:50,19:50,19:50,7.03,7
STARLINK-30114,STARLINK,2,19:52,19:52,19:52,6.5,7
STARLINK-30114,STARLINK,3,21:26,21:26,21:26,8.32,7
STARLINK-30114,STARLINK,4,21:28,21:28,21:28,24.34,7
STARLINK-30114,STARLINK,5,21:30,21:30,21:30,72.22,7
STARLINK-30114,STARLINK,6,21:32,21:32,21:32,31.59,7
STARLINK-30114,STARLINK,7,21:34,21:34,21:34,11.27,7
STARLINK-30116,STARLINK,1,21:34,21:34,21:34,5.17,2
STARLINK-30116,STARLINK,2,21:36,21:36,21:36,7.14,2
STARLINK-30117,STARLINK,1,19:20,19:20,19:20,10.43,5
STARLINK-30117,STARLINK,2,19:22,19:22,19:22,27.67,5
STARLINK-30117,STARLINK,3,19:24,19:24,19:24,65.39,5
STARLINK-30117,STARLINK,4,19:26,19:26,19:26,30.44,5
STARLINK-30117,STARLINK,5,19:28,19:28,19:28,11.63,5
STARLINK-30119,STARLINK,1,21:14,21:14,21:14,7.38,5
STARLINK-30119,STARLINK,2,21:16,21:16,21:16,22.17,5
STARLINK-30119,STARLINK,3,21:18,21:18,21:18,65.84,5
STARLINK-30119,STARLINK,4,21:20,21:20,21:20,35.28,5
STARLINK-30119,STARLINK,5,21:22,21:22,21:22,12.66,5
STARLINK-30120,STARLINK,1,19:48,19:48,19:48,6.7,7
STARLINK-30120,STARLINK,2,19:50,19:50,19:50,5.71,7
STARLINK-30120,STARLINK,3,21:24,21:24,21:24,9.05,7
STARLINK-30120,STARLINK,4,21:26,21:26,21:26,25.9,7
STARLINK-30120,STARLINK,5,21:28,21:28,21:28,79.09,7
STARLINK-30120,STARLINK,6,21:30,21:30,21:30,30.96,7
STARLINK-30120,STARLINK,7,21:32,21:32,21:32,11.09,7
STARLINK-30121,STARLINK,1,18:40,18:40,18:40,10.87,9
STARLINK-30121,STARLINK,2,18:42,18:42,18:42,26.69,9
STARLINK-30121,STARLINK,3,18:44,18:44,18:44,44.76,9
STARLINK-30121,STARLINK,4,18:46,18:46,18:46,24.22,9
STARLINK-30121,STARLINK,5,18:48,18:48,18:48,9.55,9
STARLINK-30121,STARLINK,6,20:22,20:22,20:22,9.94,9
STARLINK-30121,STARLINK,7,20:24,20:24,20:24,14.28,9
STARLINK-30121,STARLINK,8,20:26,20:26,20:26,11.93,9
STARLINK-30121,STARLINK,9,20:28,20:28,20:28,5.65,9
STARLINK-30122,STARLINK,1,19:24,19:24,19:24,5.11,6
STARLINK-30122,STARLINK,2,19:26,19:26,19:26,16.78,6
STARLINK-30122,STARLINK,3,19:28,19:28,19:28,41.82,6
STARLINK-30122,STARLINK,4,19:30,19:30,19:30,46.21,6
STARLINK-30122,STARLINK,5,19:32,19:32,19:32,18.71,6
STARLINK-30122,STARLINK,6,19:34,19:34,19:34,6.18,6
STARLINK-30124,STARLINK,1,19:04,19:04,19:04,5.87,8
STARLINK-30124,STARLINK,2,19:06,19:06,19:06,18.5,8
STARLINK-30124,STARLINK,3,19:08,19:08,19:08,50.89,8
STARLINK-30124,STARLINK,4,19:10,19:10,19:10,51.64,8
STARLINK-30124,STARLINK,5,19:12,19:12,19:12,18.73,8
STARLINK-30124,STARLINK,6,19:14,19:14,19:14,5.99,8
STARLINK-30124,STARLINK,7,20:48,20:48,20:48,6.32,8
STARLINK-30124,STARLINK,8,20:50,20:50,20:50,7.2,8
STARLINK-30125,STARLINK,1,19:30,19:30,19:30,11.71,4
STARLINK-30125,STARLINK,2,19:32,19:32,19:32,26.96,4
STARLINK-30125,STARLINK,3,19:34,19:34,19:34,28.87,4
STARLINK-30125,STARLINK,4,19:36,19:36,19:36,13.16,4
STARLINK-30126,STARLINK,1,18:12,18:12,18:12,8.39,8
STARLINK-30126,STARLINK,2,18:14,18:14,18:14,18.0,8
STARLINK-30126,STARLINK,3,18:16,18:16,18:16,21.74,8
STARLINK-30126,STARLINK,4,18:18,18:18,18:18,13.2,8
STARLINK-30126,STARLINK,5,19:52,19:52,19:52,11.03,8
STARLINK-30126,STARLINK,6,19:54,19:54,19:54,22.52,8
STARLINK-30126,STARLINK,7,19:56,19:56,19:56,24.03,8
STARLINK-30126,STARLINK,8,19:58,19:58,19:58,12.66,8
STARLINK-30127,STARLINK,1,18:34,18:34,18:34,5.74,9
STARLINK-30127,STARLINK,2,18:36,18:36,18:36,17.02,9
STARLINK-30127,STARLINK,3,18:38,18:38,18:38,35.34,9
STARLINK-30127,STARLINK,4,18:40,18:40,18:40,32.22,9
STARLINK-30127,STARLINK,5,18:42,18:42,18:42,14.76,9
STARLINK-30127,STARLINK,6,20:16,20:16,20:16,7.64,9
STARLINK-30127,STARLINK,7,20:18,20:18,20:18,14.34,9
STARLINK-30127,STARLINK,8,20:20,20:20,20:20,15.64,9
STARLINK-30127,STARLINK,9,20:22,20:22,20:22,9.85,9
STARLINK-30128,STARLINK,1,18:54,18:54,18:54,6.51,10
STARLINK-30128,STARLINK,2,18:56,18:56,18:56,17.01,10
STARLINK-30128,STARLINK,3,18:58,18:58,18:58,27.1,10
STARLINK-30128,STARLINK,4,19:00,19:00,19:00,19.62,10
STARLINK-30128,STARLINK,5,19:02,19:02,19:02,8.4,10
STARLINK-30128,STARLINK,6,20:34,20:34,20:34,6.1,10
STARLINK-30128,STARLINK,7,20:36,20:36,20:36,15.25,10
STARLINK-30128,STARLINK,8,20:38,20:38,20:38,22.08,10
STARLINK-30128,STARLINK,9,20:40,20:40,20:40,16.12,10
STARLINK-30128,STARLINK,10,20:42,20:42,20:42,6.85,10
STARLINK-30129,STARLINK,1,19:10,19:10,19:10,11.06,7
STARLINK-30129,STARLINK,2,19:12,19:12,19:12,29.67,7
STARLINK-30129,STARLINK,3,19:14,19:14,19:14,84.95,7
STARLINK-30129,STARLINK,4,19:16,19:16,19:16,30.67,7
STARLINK-30129,STARLINK,5,19:18,19:18,19:18,11.47,7
STARLINK-30129,STARLINK,6,20:54,20:54,20:54,6.1,7
