# # 3I/ATLAS Optical Spectroscopy - Complete Pipeline Data with Uncertainties (2" FWHM Aperture)
# # Generated: 2025-08-08 19:12:25
# # Author: Rohan Rahatgaonkar, Thomas Puzia
# # Observation Date: 2025-07-03
# # Instrument: Goodman Spectrograph
# # Telescope: SOAR 4.1m
# #
# # DATA PROCESSING PIPELINE:
# # 1. Pre-flux calibration: Extracted spectra, wavelength calibrated
# # 2. Flux calibration: Sensitivity function from CD-32 9927 (Hamuy et al.)
# # 3. Solar analog method: HIP 90136 G2V star for solar normalization  
# # 4. SOLSPEC method: Meftah et al. 2018 solar reference spectrum
# # 5. Normalization: All spectra normalized to 1.0 at 6000Å
# # 6. Smoothing: Gaussian smoothing with 5Å FWHM
# # 7. Uncertainty propagation: CCD noise propagated through entire pipeline
# #
# # COLUMNS:
# # 0  Wavelength (Å)
# # 1  Pre-calibration reflectance (solar analog method)
# # 2  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, solar analog)
# # 3  Flux-calibrated solar analog spectrum (erg s⁻¹ cm⁻² Å⁻¹)
# # 4  Reflectance spectrum (solar analog method)
# # 5  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, SOLSPEC)
# # 6  SOLSPEC interpolated flux (erg s⁻¹ cm⁻² Å⁻¹)
# # 7  Reflectance spectrum (SOLSPEC method)
# # 8  Normalized reflectance (solar analog, norm @ 6000Å)
# # 9  Normalized reflectance (SOLSPEC, norm @ 6000Å)
# # 10 Smoothed normalized reflectance (solar analog, 5Å FWHM)
# # 11 Smoothed normalized reflectance (SOLSPEC, 5Å FWHM)
# # 12 Uncertainty - normalized reflectance (solar analog)
# # 13 Uncertainty - normalized reflectance (SOLSPEC)
# # 14 Uncertainty - smoothed reflectance (solar analog, 5Å FWHM)
# # 15 Uncertainty - smoothed reflectance (SOLSPEC, 5Å FWHM)
# #
# # Wavelength_Å  Pre_Refl_SA  Flux_Comet_SA  Flux_Solar_SA  Refl_SA  Flux_Comet_SOLSPEC  SOLSPEC_Flux  Refl_SOLSPEC  Norm_Refl_SA  Norm_Refl_SOLSPEC  Smooth_Refl_SA  Smooth_Refl_SOLSPEC  Unc_Norm_SA  Unc_Norm_SOLSPEC  Unc_Smooth_SA  Unc_Smooth_SOLSPEC
4211.33  2.895992e-03  3.992557e-16  1.378649e-13  2.895992e-03  3.992557e-16  1.966334e+02  2.030458e-18  4.306908e-01  5.060724e-01  4.306908e-01  5.060724e-01  6.748255e-02  7.905449e-02  6.748255e-02  7.905449e-02
4213.33  3.079890e-03  4.234160e-16  1.374776e-13  3.079890e-03  4.234160e-16  1.826758e+02  2.317855e-18  4.580401e-01  5.777034e-01  4.580401e-01  5.777034e-01  6.850058e-02  8.611422e-02  6.850058e-02  8.611422e-02
4215.33  2.962031e-03  4.069301e-16  1.373821e-13  2.962031e-03  4.069301e-16  1.714544e+02  2.373402e-18  4.405120e-01  5.915480e-01  4.405120e-01  5.915480e-01  6.769472e-02  9.062861e-02  6.769472e-02  9.062861e-02
4217.32  2.991447e-03  4.061154e-16  1.357589e-13  2.991447e-03  4.061154e-16  1.698174e+02  2.391484e-18  4.448868e-01  5.960547e-01  4.448868e-01  5.960547e-01  6.836543e-02  9.131758e-02  6.836543e-02  9.131758e-02
4219.32  2.788511e-03  3.630054e-16  1.301790e-13  2.788511e-03  3.630054e-16  1.758509e+02  2.064279e-18  4.147062e-01  5.145022e-01  4.147062e-01  5.145022e-01  6.928137e-02  8.572863e-02  6.928137e-02  8.572863e-02
4221.32  2.845016e-03  3.550481e-16  1.247965e-13  2.845016e-03  3.550481e-16  1.935981e+02  1.833944e-18  4.231096e-01  4.570931e-01  4.231096e-01  4.570931e-01  7.182031e-02  7.738672e-02  7.182031e-02  7.738672e-02
4223.31  3.615146e-03  4.431476e-16  1.225808e-13  3.615146e-03  4.431476e-16  1.915254e+02  2.313780e-18  5.376431e-01  5.766878e-01  5.376431e-01  5.766878e-01  7.720912e-02  8.251201e-02  7.720912e-02  8.251201e-02
4225.31  4.041557e-03  5.074420e-16  1.255561e-13  4.041557e-03  5.074420e-16  1.617669e+02  3.136871e-18  6.010588e-01  7.818356e-01  6.010588e-01  7.818356e-01  7.811455e-02  1.011631e-01  7.811455e-02  1.011631e-01
4227.31  3.555687e-03  4.769906e-16  1.341486e-13  3.555687e-03  4.769906e-16  1.388851e+02  3.434427e-18  5.288004e-01  8.559984e-01  5.288004e-01  8.559984e-01  7.170485e-02  1.156225e-01  7.170485e-02  1.156225e-01
4229.31  2.482987e-03  3.302194e-16  1.329928e-13  2.482987e-03  3.302194e-16  1.427476e+02  2.313311e-18  3.692687e-01  5.765708e-01  3.692687e-01  5.765708e-01  6.578363e-02  1.024811e-01  6.578363e-02  1.024811e-01
4231.30  3.179125e-03  4.130792e-16  1.299349e-13  3.179125e-03  4.130792e-16  1.867730e+02  2.211665e-18  4.727982e-01  5.512365e-01  4.727982e-01  5.512365e-01  7.095687e-02  8.245768e-02  7.095687e-02  8.245768e-02
4233.30  3.450381e-03  4.419613e-16  1.280906e-13  3.450381e-03  4.419613e-16  1.901166e+02  2.324686e-18  5.131392e-01  5.794059e-01  5.131392e-01  5.794059e-01  7.313107e-02  8.226910e-02  7.313107e-02  8.226910e-02
4235.30  3.509175e-03  4.504532e-16  1.283644e-13  3.509175e-03  4.504532e-16  1.738035e+02  2.591739e-18  5.218831e-01  6.459665e-01  5.218831e-01  6.459665e-01  7.321315e-02  9.027594e-02  7.321315e-02  9.027594e-02
4237.29  3.517068e-03  4.587822e-16  1.304445e-13  3.517068e-03  4.587822e-16  1.693582e+02  2.708946e-18  5.230569e-01  6.751791e-01  5.230569e-01  6.751791e-01  7.227901e-02  9.294126e-02  7.227901e-02  9.294126e-02
4239.29  3.360790e-03  4.445086e-16  1.322631e-13  3.360790e-03  4.445086e-16  1.537263e+02  2.891558e-18  4.998153e-01  7.206935e-01  4.998153e-01  7.206935e-01  7.057426e-02  1.013952e-01  7.057426e-02  1.013952e-01
4241.29  3.046923e-03  4.009381e-16  1.315879e-13  3.046923e-03  4.009381e-16  1.755841e+02  2.283453e-18  4.531371e-01  5.691290e-01  4.531371e-01  5.691290e-01  6.897103e-02  8.635771e-02  6.897103e-02  8.635771e-02
4243.28  3.022644e-03  3.910371e-16  1.293692e-13  3.022644e-03  3.910371e-16  1.811609e+02  2.158507e-18  4.495264e-01  5.379874e-01  4.495264e-01  5.379874e-01  6.965857e-02  8.311511e-02  6.965857e-02  8.311511e-02
4245.28  2.589499e-03  3.295085e-16  1.272480e-13  2.589499e-03  3.295085e-16  1.890969e+02  1.742537e-18  3.851092e-01  4.343110e-01  3.851092e-01  4.343110e-01  6.792485e-02  7.642123e-02  6.792485e-02  7.642123e-02
4247.28  3.148442e-03  4.024618e-16  1.278289e-13  3.148442e-03  4.024618e-16  1.838004e+02  2.189667e-18  4.682350e-01  5.457539e-01  4.682350e-01  5.457539e-01  7.097850e-02  8.246077e-02  7.097850e-02  8.246077e-02
4249.28  3.110162e-03  4.023930e-16  1.293801e-13  3.110162e-03  4.023930e-16  1.622002e+02  2.480843e-18  4.625421e-01  6.183266e-01  4.625421e-01  6.183266e-01  7.011561e-02  9.342658e-02  7.011561e-02  9.342658e-02
4251.27  2.913172e-03  3.767143e-16  1.293141e-13  2.913172e-03  3.767143e-16  1.680514e+02  2.241661e-18  4.332458e-01  5.587127e-01  4.332458e-01  5.587127e-01  6.899034e-02  8.870713e-02  6.899034e-02  8.870713e-02
4253.27  2.739710e-03  3.533819e-16  1.289852e-13  2.739710e-03  3.533819e-16  1.710325e+02  2.066168e-18  4.074485e-01  5.149729e-01  4.074485e-01  5.149729e-01  6.810610e-02  8.584194e-02  6.810610e-02  8.584194e-02
4255.27  2.431205e-03  3.113121e-16  1.280485e-13  2.431205e-03  3.113121e-16  1.796409e+02  1.732969e-18  3.615678e-01  4.319261e-01  3.615678e-01  4.319261e-01  6.664899e-02  7.942435e-02  6.664899e-02  7.942435e-02
4257.26  3.453175e-03  4.386333e-16  1.270232e-13  3.453175e-03  4.386333e-16  1.744217e+02  2.514787e-18  5.135548e-01  6.267868e-01  5.135548e-01  6.267868e-01  7.315370e-02  8.889986e-02  7.315370e-02  8.889986e-02
4259.26  3.132816e-03  4.050728e-16  1.292999e-13  3.132816e-03  4.050728e-16  1.640010e+02  2.469941e-18  4.659112e-01  6.156096e-01  4.659112e-01  6.156096e-01  7.033633e-02  9.260926e-02  7.033633e-02  9.260926e-02
4261.26  2.659051e-03  3.582324e-16  1.347219e-13  2.659051e-03  3.582324e-16  1.498132e+02  2.391194e-18  3.954530e-01  5.959825e-01  3.954530e-01  5.959825e-01  6.544922e-02  9.837878e-02  6.544922e-02  9.837878e-02
4263.26  3.253586e-03  4.331111e-16  1.331181e-13  3.253586e-03  4.331111e-16  1.571575e+02  2.755904e-18  4.838720e-01  6.868830e-01  4.838720e-01  6.868830e-01  6.949954e-02  9.831487e-02  6.949954e-02  9.831487e-02
4265.25  3.573714e-03  4.542236e-16  1.271013e-13  3.573714e-03  4.542236e-16  1.874723e+02  2.422883e-18  5.314812e-01  6.038807e-01  5.314812e-01  6.038807e-01  7.372294e-02  8.344764e-02  7.372294e-02  8.344764e-02
4267.25  3.919965e-03  4.750838e-16  1.211959e-13  3.919965e-03  4.750838e-16  1.819798e+02  2.610640e-18  5.829757e-01  6.506773e-01  5.829757e-01  6.506773e-01  7.826743e-02  8.699283e-02  7.826743e-02  8.699283e-02
4269.25  3.580279e-03  4.272219e-16  1.193264e-13  3.580279e-03  4.272219e-16  1.813536e+02  2.355739e-18  5.324576e-01  5.871457e-01  5.324576e-01  5.871457e-01  7.721707e-02  8.483950e-02  7.721707e-02  8.483950e-02
4271.24  3.781924e-03  4.606959e-16  1.218152e-13  3.781924e-03  4.606959e-16  1.534133e+02  3.002973e-18  5.624462e-01  7.484626e-01  5.624462e-01  7.484626e-01  7.718291e-02  1.022975e-01  7.718291e-02  1.022975e-01
4273.24  2.789337e-03  3.571778e-16  1.280511e-13  2.789337e-03  3.571778e-16  1.472101e+02  2.426313e-18  4.148291e-01  6.047355e-01  4.148291e-01  6.047355e-01  6.871174e-02  9.989724e-02  6.871174e-02  9.989724e-02
4275.24  3.016719e-03  3.892879e-16  1.290435e-13  3.016719e-03  3.892879e-16  1.512287e+02  2.574167e-18  4.486452e-01  6.415869e-01  4.486452e-01  6.415869e-01  6.959557e-02  9.922141e-02  6.959557e-02  9.922141e-02
4277.24  2.880197e-03  3.698644e-16  1.284163e-13  2.880197e-03  3.698644e-16  1.708790e+02  2.164482e-18  4.283417e-01  5.394766e-01  4.283417e-01  5.394766e-01  6.900001e-02  8.665804e-02  6.900001e-02  8.665804e-02
4279.23  3.421847e-03  4.349376e-16  1.271061e-13  3.421847e-03  4.349376e-16  1.771661e+02  2.454971e-18  5.088957e-01  6.118783e-01  5.088957e-01  6.118783e-01  7.262560e-02  8.701358e-02  7.262560e-02  8.701358e-02
4281.23  3.876714e-03  4.858874e-16  1.253349e-13  3.876714e-03  4.858874e-16  1.710592e+02  2.840463e-18  5.765433e-01  7.079585e-01  5.765433e-01  7.079585e-01  7.594258e-02  9.286678e-02  7.594258e-02  9.286678e-02
4283.23  4.020987e-03  4.864982e-16  1.209898e-13  4.020987e-03  4.864982e-16  1.664630e+02  2.922561e-18  5.979996e-01  7.284207e-01  5.979996e-01  7.284207e-01  7.877522e-02  9.555247e-02  7.877522e-02  9.555247e-02
4285.22  3.220034e-03  3.851693e-16  1.196165e-13  3.220034e-03  3.851693e-16  1.678433e+02  2.294816e-18  4.788822e-01  5.719611e-01  4.788822e-01  5.719611e-01  7.511561e-02  8.944686e-02  7.511561e-02  8.944686e-02
4287.22  2.576989e-03  3.103996e-16  1.204505e-13  2.576989e-03  3.103996e-16  1.701144e+02  1.824653e-18  3.832487e-01  4.547774e-01  3.832487e-01  4.547774e-01  7.131327e-02  8.444290e-02  7.131327e-02  8.444290e-02
4289.22  2.768154e-03  3.366097e-16  1.216008e-13  2.768154e-03  3.366097e-16  1.484209e+02  2.267940e-18  4.116788e-01  5.652625e-01  4.116788e-01  5.652625e-01  7.248617e-02  9.929382e-02  7.248617e-02  9.929382e-02
4291.22  2.479317e-03  3.004192e-16  1.211701e-13  2.479317e-03  3.004192e-16  1.470003e+02  2.043664e-18  3.687230e-01  5.093638e-01  3.687230e-01  5.093638e-01  7.147872e-02  9.854944e-02  7.147872e-02  9.854944e-02
4293.21  3.027487e-03  3.510859e-16  1.159661e-13  3.027487e-03  3.510859e-16  1.480074e+02  2.372083e-18  4.502466e-01  5.912192e-01  4.502466e-01  5.912192e-01  7.789342e-02  1.020232e-01  7.789342e-02  1.020232e-01
4295.21  3.011947e-03  3.265580e-16  1.084209e-13  3.011947e-03  3.265580e-16  1.651905e+02  1.976857e-18  4.479355e-01  4.927130e-01  4.479355e-01  4.927130e-01  8.249570e-02  9.052979e-02  8.249570e-02  9.052979e-02
4297.21  3.357255e-03  3.480824e-16  1.036807e-13  3.357255e-03  3.480824e-16  1.583923e+02  2.197596e-18  4.992896e-01  5.477301e-01  4.992896e-01  5.477301e-01  8.800252e-02  9.628326e-02  8.800252e-02  9.628326e-02
4299.20  2.811165e-03  2.918902e-16  1.038325e-13  2.811165e-03  2.918902e-16  1.377709e+02  2.118663e-18  4.180753e-01  5.280568e-01  4.180753e-01  5.280568e-01  8.487910e-02  1.069869e-01  8.487910e-02  1.069869e-01
4301.20  3.112085e-03  3.220171e-16  1.034731e-13  3.112085e-03  3.220171e-16  1.233918e+02  2.609713e-18  4.628281e-01  6.504462e-01  4.628281e-01  6.504462e-01  8.717715e-02  1.222129e-01  8.717715e-02  1.222129e-01
4303.20  3.549297e-03  3.677025e-16  1.035987e-13  3.549297e-03  3.677025e-16  1.196685e+02  3.072676e-18  5.278500e-01  7.658354e-01  5.278500e-01  7.658354e-01  8.985790e-02  1.299662e-01  8.985790e-02  1.299662e-01
4305.20  3.310236e-03  3.436821e-16  1.038240e-13  3.310236e-03  3.436821e-16  1.320677e+02  2.602317e-18  4.922969e-01  6.486029e-01  4.922969e-01  6.486029e-01  8.823031e-02  1.159189e-01  8.823031e-02  1.159189e-01
4307.19  2.944296e-03  3.169274e-16  1.076411e-13  2.944296e-03  3.169274e-16  1.191845e+02  2.659133e-18  4.378746e-01  6.627639e-01  4.378746e-01  6.627639e-01  8.327597e-02  1.257389e-01  8.327597e-02  1.257389e-01
4309.19  2.445423e-03  2.888592e-16  1.181224e-13  2.445423e-03  2.888592e-16  1.089619e+02  2.651011e-18  3.636823e-01  6.607394e-01  3.636823e-01  6.607394e-01  7.396610e-02  1.341056e-01  7.396610e-02  1.341056e-01
4311.19  2.219968e-03  2.871922e-16  1.293677e-13  2.219968e-03  2.871922e-16  9.970376e+01  2.880455e-18  3.301527e-01  7.179261e-01  3.301527e-01  7.179261e-01  6.714037e-02  1.457094e-01  6.714037e-02  1.457094e-01
4313.18  3.002341e-03  4.167605e-16  1.388118e-13  3.002341e-03  4.167605e-16  1.242604e+02  3.353930e-18  4.465070e-01  8.359353e-01  4.465070e-01  8.359353e-01  6.793686e-02  1.267587e-01  6.793686e-02  1.267587e-01
4315.18  3.577119e-03  5.047112e-16  1.410943e-13  3.577119e-03  5.047112e-16  1.513301e+02  3.335166e-18  5.319877e-01  8.312587e-01  5.319877e-01  8.312587e-01  7.009708e-02  1.090582e-01  7.009708e-02  1.090582e-01
4317.18  3.983895e-03  5.498342e-16  1.380142e-13  3.983895e-03  5.498342e-16  1.902039e+02  2.890762e-18  5.924832e-01  7.204950e-01  5.924832e-01  7.204950e-01  7.314346e-02  8.852585e-02  7.314346e-02  8.852585e-02
4319.17  3.850547e-03  4.985821e-16  1.294834e-13  3.850547e-03  4.985821e-16  2.125271e+02  2.345969e-18  5.726518e-01  5.847106e-01  5.726518e-01  5.847106e-01  7.546774e-02  7.674210e-02  7.546774e-02  7.674210e-02
4321.17  4.046866e-03  4.955708e-16  1.224579e-13  4.046866e-03  4.955708e-16  2.181864e+02  2.271319e-18  6.018482e-01  5.661048e-01  6.018482e-01  5.661048e-01  7.930994e-02  7.429592e-02  7.930994e-02  7.429592e-02
4323.17  3.835819e-03  4.738496e-16  1.235328e-13  3.835819e-03  4.738496e-16  1.851028e+02  2.559927e-18  5.704615e-01  6.380376e-01  5.704615e-01  6.380376e-01  7.723569e-02  8.606520e-02  7.723569e-02  8.606520e-02
4325.17  3.285054e-03  4.246190e-16  1.292579e-13  3.285054e-03  4.246190e-16  1.484689e+02  2.859986e-18  4.885519e-01  7.128246e-01  4.885519e-01  7.128246e-01  7.125843e-02  1.036584e-01  7.125843e-02  1.036584e-01
4327.16  3.228375e-03  4.326152e-16  1.340040e-13  3.228375e-03  4.326152e-16  1.429907e+02  3.025479e-18  4.801226e-01  7.540721e-01  4.801226e-01  7.540721e-01  6.867669e-02  1.075489e-01  6.867669e-02  1.075489e-01
4329.16  3.045953e-03  4.023786e-16  1.321027e-13  3.045953e-03  4.023786e-16  1.736851e+02  2.316713e-18  4.529929e-01  5.774189e-01  4.529929e-01  5.774189e-01  6.802471e-02  8.649267e-02  6.802471e-02  8.649267e-02
4331.16  3.998455e-03  5.090417e-16  1.273096e-13  3.998455e-03  5.090417e-16  2.035368e+02  2.500982e-18  5.946485e-01  6.233460e-01  5.946485e-01  6.233460e-01  7.496957e-02  7.830590e-02  7.496957e-02  7.830590e-02
4333.15  3.686713e-03  4.390600e-16  1.190925e-13  3.686713e-03  4.390600e-16  2.003004e+02  2.192007e-18  5.482864e-01  5.463371e-01  5.482864e-01  5.463371e-01  7.666445e-02  7.615170e-02  7.666445e-02  7.615170e-02
4335.15  3.919084e-03  4.281780e-16  1.092546e-13  3.919084e-03  4.281780e-16  2.044396e+02  2.094398e-18  5.828446e-01  5.220090e-01  5.828446e-01  5.220090e-01  8.279968e-02  7.389434e-02  8.279968e-02  7.389434e-02
4337.15  4.259560e-03  4.443019e-16  1.043070e-13  4.259560e-03  4.443019e-16  1.819823e+02  2.441456e-18  6.334800e-01  6.085099e-01  6.334800e-01  6.085099e-01  8.740462e-02  8.358672e-02  8.740462e-02  8.358672e-02
4339.15  3.831111e-03  4.124575e-16  1.076600e-13  3.831111e-03  4.124575e-16  1.523765e+02  2.706832e-18  5.697613e-01  6.746524e-01  5.697613e-01  6.746524e-01  8.280209e-02  9.761755e-02  8.280209e-02  9.761755e-02
4341.14  3.796396e-03  4.446349e-16  1.171202e-13  3.796396e-03  4.446349e-16  1.315095e+02  3.381010e-18  5.645985e-01  8.426849e-01  5.645985e-01  8.426849e-01  7.750373e-02  1.151016e-01  7.750373e-02  1.151016e-01
4343.14  3.457041e-03  4.260103e-16  1.232298e-13  3.457041e-03  4.260103e-16  1.386512e+02  3.072533e-18  5.141297e-01  7.657998e-01  5.141297e-01  7.657998e-01  7.265240e-02  1.077107e-01  7.265240e-02  1.077107e-01
4345.14  3.533715e-03  4.424248e-16  1.252010e-13  3.533715e-03  4.424248e-16  1.709300e+02  2.588338e-18  5.255327e-01  6.451189e-01  5.255327e-01  6.451189e-01  7.214999e-02  8.812631e-02  7.214999e-02  8.812631e-02
4347.13  3.258046e-03  4.056375e-16  1.245033e-13  3.258046e-03  4.056375e-16  1.764014e+02  2.299514e-18  4.845353e-01  5.731321e-01  4.845353e-01  5.731321e-01  7.074184e-02  8.331000e-02  7.074184e-02  8.331000e-02
4349.13  3.107943e-03  3.836840e-16  1.234527e-13  3.107943e-03  3.836840e-16  1.863027e+02  2.059466e-18  4.622120e-01  5.133024e-01  4.622120e-01  5.133024e-01  7.017046e-02  7.762052e-02  7.017046e-02  7.762052e-02
4351.13  3.047026e-03  3.827381e-16  1.256104e-13  3.047026e-03  3.827381e-16  1.642482e+02  2.330243e-18  4.531525e-01  5.807911e-01  4.531525e-01  5.807911e-01  6.876975e-02  8.780925e-02  6.876975e-02  8.780925e-02
4353.13  3.783445e-03  4.913813e-16  1.298767e-13  3.783445e-03  4.913813e-16  1.671967e+02  2.938940e-18  5.626724e-01  7.325031e-01  5.626724e-01  7.325031e-01  7.107496e-02  9.204391e-02  7.107496e-02  9.204391e-02
4355.12  3.614156e-03  4.721346e-16  1.306348e-13  3.614156e-03  4.721346e-16  1.667538e+02  2.831327e-18  5.374958e-01  7.056816e-01  5.374958e-01  7.056816e-01  6.964872e-02  9.100115e-02  6.964872e-02  9.100115e-02
4357.12  3.295605e-03  4.378902e-16  1.328710e-13  3.295605e-03  4.378902e-16  2.004215e+02  2.184847e-18  4.901210e-01  5.445524e-01  4.901210e-01  5.445524e-01  6.683470e-02  7.394839e-02  6.683470e-02  7.394839e-02
4359.12  3.015294e-03  4.080410e-16  1.353238e-13  3.015294e-03  4.080410e-16  1.957547e+02  2.084450e-18  4.484333e-01  5.195295e-01  4.484333e-01  5.195295e-01  6.418896e-02  7.409747e-02  6.418896e-02  7.409747e-02
4361.11  2.807966e-03  3.810386e-16  1.356991e-13  2.807966e-03  3.810386e-16  2.036278e+02  1.871251e-18  4.175996e-01  4.663916e-01  4.175996e-01  4.663916e-01  6.271854e-02  6.982380e-02  6.271854e-02  6.982380e-02
4363.11  3.022321e-03  4.054512e-16  1.341523e-13  3.022321e-03  4.054512e-16  1.988958e+02  2.038511e-18  4.494784e-01  5.080796e-01  4.494784e-01  5.080796e-01  6.434796e-02  7.248704e-02  6.434796e-02  7.248704e-02
4365.11  3.107939e-03  4.046457e-16  1.301974e-13  3.107939e-03  4.046457e-16  2.101609e+02  1.925408e-18  4.622114e-01  4.798899e-01  4.622114e-01  4.798899e-01  6.616416e-02  6.846061e-02  6.616416e-02  6.846061e-02
4367.11  3.074137e-03  3.903906e-16  1.269919e-13  3.074137e-03  3.903906e-16  1.956133e+02  1.995726e-18  4.571844e-01  4.974158e-01  4.571844e-01  4.974158e-01  6.712318e-02  7.279374e-02  6.712318e-02  7.279374e-02
4369.10  3.140979e-03  3.959179e-16  1.260492e-13  3.140979e-03  3.959179e-16  1.899235e+02  2.084618e-18  4.671251e-01  5.195713e-01  4.671251e-01  5.195713e-01  6.785741e-02  7.522509e-02  6.785741e-02  7.522509e-02
4371.10  3.165114e-03  3.965898e-16  1.253003e-13  3.165114e-03  3.965898e-16  1.811677e+02  2.189075e-18  4.707145e-01  5.456063e-01  4.707145e-01  5.456063e-01  6.830174e-02  7.890569e-02  6.830174e-02  7.890569e-02
4373.10  3.330871e-03  4.194148e-16  1.259175e-13  3.330871e-03  4.194148e-16  1.770787e+02  2.368522e-18  4.953658e-01  5.903317e-01  4.953658e-01  5.903317e-01  6.903066e-02  8.197693e-02  6.903066e-02  8.197693e-02
4375.09  3.420486e-03  4.345382e-16  1.270399e-13  3.420486e-03  4.345382e-16  1.682800e+02  2.582233e-18  5.086933e-01  6.435971e-01  5.086933e-01  6.435971e-01  6.921722e-02  8.726225e-02  6.921722e-02  8.726225e-02
4377.09  3.905165e-03  4.867130e-16  1.246331e-13  3.905165e-03  4.867130e-16  1.691293e+02  2.877757e-18  5.807746e-01  7.172538e-01  5.807746e-01  7.172538e-01  7.309656e-02  8.989659e-02  7.309656e-02  8.989659e-02
4379.09  4.118116e-03  4.827387e-16  1.172232e-13  4.118116e-03  4.827387e-16  1.789445e+02  2.697701e-18  6.124445e-01  6.723764e-01  6.124445e-01  6.723764e-01  7.794431e-02  8.520444e-02  7.794431e-02  8.520444e-02
4381.09  4.056780e-03  4.576652e-16  1.128149e-13  4.056780e-03  4.576652e-16  1.932797e+02  2.367891e-18  6.033227e-01  5.901744e-01  6.033227e-01  5.901744e-01  8.030813e-02  7.823414e-02  8.030813e-02  7.823414e-02
4383.08  3.718356e-03  4.379285e-16  1.177748e-13  3.718356e-03  4.379285e-16  1.592686e+02  2.749623e-18  5.529923e-01  6.853176e-01  5.529923e-01  6.853176e-01  7.652190e-02  9.446660e-02  7.652190e-02  9.446660e-02
4385.08  3.078174e-03  3.888183e-16  1.263146e-13  3.078174e-03  3.888183e-16  1.478054e+02  2.630610e-18  4.577849e-01  6.556546e-01  4.577849e-01  6.556546e-01  6.963822e-02  9.942081e-02  6.963822e-02  9.942081e-02
4387.08  3.534551e-03  4.587352e-16  1.297860e-13  3.534551e-03  4.587352e-16  1.526238e+02  3.005660e-18  5.256570e-01  7.491324e-01  5.256570e-01  7.491324e-01  7.122767e-02  1.011004e-01  7.122767e-02  1.011004e-01
4389.07  2.907267e-03  3.823302e-16  1.315084e-13  2.907267e-03  3.823302e-16  1.874028e+02  2.040152e-18  4.323676e-01  5.084886e-01  4.323676e-01  5.084886e-01  6.723910e-02  7.883440e-02  6.723910e-02  7.883440e-02
4391.07  3.315260e-03  4.384712e-16  1.322584e-13  3.315260e-03  4.384712e-16  1.825713e+02  2.401644e-18  4.930442e-01  5.985871e-01  4.930442e-01  5.985871e-01  6.943879e-02  8.398616e-02  6.943879e-02  8.398616e-02
4393.07  3.046380e-03  4.080937e-16  1.339602e-13  3.046380e-03  4.080937e-16  1.846018e+02  2.210671e-18  4.530564e-01  5.509889e-01  4.530564e-01  5.509889e-01  6.736227e-02  8.164494e-02  6.736227e-02  8.164494e-02
4395.06  2.999441e-03  4.084356e-16  1.361706e-13  2.999441e-03  4.084356e-16  1.861313e+02  2.194341e-18  4.460756e-01  5.469188e-01  4.460756e-01  5.469188e-01  6.633010e-02  8.104661e-02  6.633010e-02  8.104661e-02
4397.06  3.358415e-03  4.503212e-16  1.340874e-13  3.358415e-03  4.503212e-16  1.853600e+02  2.429441e-18  4.994621e-01  6.055151e-01  4.994621e-01  6.055151e-01  6.912112e-02  8.346423e-02  6.912112e-02  8.346423e-02
4399.06  3.370135e-03  4.398153e-16  1.305037e-13  3.370135e-03  4.398153e-16  1.832942e+02  2.399505e-18  5.012052e-01  5.980538e-01  5.012052e-01  5.980538e-01  7.049638e-02  8.379433e-02  7.049638e-02  8.379433e-02
4401.06  3.382157e-03  4.391946e-16  1.298564e-13  3.382157e-03  4.391946e-16  1.835815e+02  2.392369e-18  5.029930e-01  5.962753e-01  5.029930e-01  5.962753e-01  7.074329e-02  8.354198e-02  7.074329e-02  8.354198e-02
4403.05  3.410876e-03  4.469002e-16  1.310221e-13  3.410876e-03  4.469002e-16  1.785469e+02  2.502985e-18  5.072641e-01  6.238454e-01  5.072641e-01  6.238454e-01  7.038620e-02  8.622605e-02  7.038620e-02  8.622605e-02
4405.05  3.141228e-03  4.225330e-16  1.345120e-13  3.141228e-03  4.225330e-16  1.728437e+02  2.444596e-18  4.671622e-01  6.092926e-01  4.671622e-01  6.092926e-01  6.745111e-02  8.766261e-02  6.745111e-02  8.766261e-02
4407.05  3.183763e-03  4.409266e-16  1.384923e-13  3.183763e-03  4.409266e-16  1.671354e+02  2.638140e-18  4.734880e-01  6.575315e-01  4.734880e-01  6.575315e-01  6.618961e-02  9.157811e-02  6.618961e-02  9.157811e-02
4409.04  3.185220e-03  4.485884e-16  1.408344e-13  3.185220e-03  4.485884e-16  1.857694e+02  2.414760e-18  4.737047e-01  6.018561e-01  4.737047e-01  6.018561e-01  6.534718e-02  8.271204e-02  6.534718e-02  8.271204e-02
4411.04  3.352975e-03  4.673971e-16  1.393977e-13  3.352975e-03  4.673971e-16  1.952722e+02  2.393567e-18  4.986531e-01  5.965739e-01  4.986531e-01  5.965739e-01  6.675671e-02  7.954092e-02  6.675671e-02  7.954092e-02
4413.04  3.901528e-03  5.361026e-16  1.374084e-13  3.901528e-03  5.361026e-16  2.056395e+02  2.607002e-18  5.802337e-01  6.497706e-01  5.802337e-01  6.497706e-01  7.048219e-02  7.853336e-02  7.048219e-02  7.853336e-02
